Domain name,name,title,description,robots,viewport,canonical,ogLocale,ogSiteName,ogType,ogTitle,ogDescription,ogUrl,ogImage,ogImageAlt,Domain type,Agency,Organization name,City,State,score,count
research.gov,National Science Foundation,1,0,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,National Science Foundation,National Science Foundation,Alexandria,VA,8.0,1
telework.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,0,0,1,1,0,Federal - Executive,Office of Personnel Management,"OPM Policy, Data, Oversight",Washington,DC,54.0,7
unlocktalent.gov,Office Of Personnel Management,1,1,0,1,0,0,1,1,0,0,1,1,0,Federal - Executive,Office of Personnel Management,OPM Enterprise Human Resources Integration,Washington,DC,54.0,7
pmf.gov,Office Of Personnel Management,1,1,0,0,0,0,1,1,0,0,1,1,0,Federal - Executive,Office of Personnel Management,Presidential Management Fellows,Washington,DC,46.0,6
employeeexpress.gov,Office Of Personnel Management,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,15.0,2
usajobs.gov,Office Of Personnel Management,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Washington,DC,23.0,3
nitrd.gov,Networking Information Technology Research And Development,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,Networking Information Technology Research and Development,National Coordination Office for Networking and Information Technology Research and Development,Arlington,VA,92.0,12
pbgc.gov,Pension Benefit Guaranty Corporation,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Pension Benefit Guaranty Corporation,Office of Information Technology,Washington,DC,23.0,3
usastaffing.gov,Office Of Personnel Management,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Office of Personnel Management,OPM Human Resource Solutions,Macon,GA,15.0,2
presidio.gov,Presidio Trust,1,1,1,1,1,0,1,1,1,1,1,0,0,Federal - Executive,Presidio Trust,Presidio Trust,San Francisco,CA,77.0,10
investor.gov,Securities And Exchange Commission,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,23.0,3
sec.gov,Securities And Exchange Commission,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Securities and Exchange Commission,Network Operations Branch,Washington,DC,23.0,3
sss.gov,Selective Service System,1,0,0,1,0,1,1,1,1,1,1,1,1,Federal - Executive,Selective Service System,Selective Service System,Arlington,VA,77.0,10
pbrb.gov,Public Buildings Reform Board,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Public Buildings Reform Board,General Services Administration,Washington,DC,31.0,4
prc.gov,Postal Regulatory Commission,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Postal Regulatory Commission,Postal Regulatory Commission,Washington,DC,15.0,2
itis.gov,Smithsonian Institution,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Executive,Smithsonian Institution,Smithsonian Institution,Washington,DC,15.0,2
sba.gov,Small Business Administration,1,1,0,1,1,0,0,0,0,0,0,1,1,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,46.0,6
business.gov,Small Business Administration,1,1,0,1,1,0,0,0,0,0,0,1,1,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,46.0,6
nwbc.gov,Small Business Administration,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,Small Business Administration,Small Business Administration,Washington,DC,38.0,5
ssab.gov,Social Security Advisory Board,1,0,1,1,1,1,1,1,1,0,1,0,0,Federal - Executive,Social Security Advisory Board,Social Security Advisory Board,Washington,DC,69.0,9
sbir.gov,Small Business Administration,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,Small Business Administration,SBA-Office of Innovation & Technology,Washington,DC,15.0,2
smithsonian.gov,Smithsonian Institution,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Executive,Smithsonian Institution,Smithsonian Institution Office of the CIO (OCIO),Herndon,VA,77.0,10
ssa.gov,Social Security Administration,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Social Security Administration,SSA/OSOHE/Division of Network Engineering,Baltimore,MD,100.0,13
socialsecurity.gov,Social Security Administration,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Social Security Administration,SSA/OSOHE/Division of Network Engineering,Baltimore,MD,100.0,13
segurosocial.gov,Social Security Administration,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Social Security Administration,SSA/OSOHE/Division of Network Engineering ,Baltimore,MD,100.0,13
scrc.gov,Southeast Crescent Regional Commission,1,1,1,1,1,1,1,1,1,1,1,1,1,Federal - Executive,Southeast Crescent Regional Commission,Southeast Crescent Regional Commission,Washington,DC,100.0,13
sji.gov,State Justice Institute,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,State Justice Institute,State Justice Institute,Fairfax,VA,15.0,2
feedthefuture.gov,U.S. Agency For International Development,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,U.S. Agency for International Development,Bureau for Resilience and Food Security (RFS),Washington,DC,92.0,12
worldwar1centennial.gov,The United States World War One Centennial Commission,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,The United States World War One Centennial Commission,The United States World War One Centennial Commission,Washington,DC,23.0,3
heritageabroad.gov,U.S. Commission For The Preservation Of Americas Heritage Abroad,1,1,1,1,1,1,1,1,1,1,1,0,0,Federal - Executive,U.S. Commission for the Preservation of Americas Heritage Abroad,U.S. Commission for the Preservation of America's Heritage Abroad,Washington,DC,85.0,11
prosperafrica.gov,U.S. Agency For International Development,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,U.S. Agency for International Development,U.S. Agency for International Development,Washington,DC,92.0,12
foreignassistance.gov,U.S. Agency For International Development,1,0,0,1,0,0,0,1,1,0,1,1,0,Federal - Executive,U.S. Agency for International Development,Foreign Assistance Office (F/PPS),Washington,DC,46.0,6
cfa.gov,U.S. Commission Of Fine Arts,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Commission of Fine Arts,U.S. Commission of Fine Arts,Washington,DC,23.0,3
usaid.gov,U.S. Agency For International Development,1,1,0,1,1,1,1,1,1,1,1,1,1,Federal - Executive,U.S. Agency for International Development,M/CIO,Washington,DC,92.0,12
22007apply.gov,U.S. Department Of Agriculture,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Washington,DC,23.0,3
workwithusaid.gov,U.S. Agency For International Development,1,1,0,1,0,0,1,1,1,1,1,1,0,Federal - Executive,U.S. Agency for International Development,U.S. Agency for International Development,Washington,DC,69.0,9
usccr.gov,U.S. Commission On Civil Rights,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Commission on Civil Rights,ASCD-CIO,Washington,DC,31.0,4
uscirf.gov,U.S. Commission On International Religious Freedom,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Commission on International Religious Freedom,U.S. Commission on International Religious Freedom,Washington,DC,31.0,4
bosque.gov,U.S. Department Of Agriculture,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,USDA Forest Service - Southwestern Region,Albuquerque,NM,15.0,2
choosemyplate.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,USDA - Center for Nutrition Policy and Promotion,Alexandria,VA,23.0,3
execsec.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Washington,DC,23.0,3
dietaryguidelines.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,USDA - Center for Nutrition Policy and Promotion,Alexandria,VA,23.0,3
forestsandrangelands.gov,U.S. Department Of Agriculture,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,US Forest Service,Washington,DC,23.0,3
invasivespeciesinfo.gov,U.S. Department Of Agriculture,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,USDA/ARS/NAL,Beltsville,MD,31.0,4
farmerfairness.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,1,0,1,0,0,Federal - Executive,U.S. Department of Agriculture,USDA - Agriculteral Marketing Service,Washington,DC,38.0,5
lcacommons.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,National Agricultural Library,Beltsville,MD,23.0,3
itap.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,"USDA, ARS, NAL",Beltsville,MD,23.0,3
myplate.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,USDA - Center for Nutrition Policy and Promotion,Alexandria,VA,23.0,3
nutrition.gov,U.S. Department Of Agriculture,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,Office of Communications,Washington,DC,31.0,4
farmers.gov,U.S. Department Of Agriculture,1,1,0,1,1,0,1,1,1,1,0,1,0,Federal - Executive,U.S. Department of Agriculture,"USDA, Office of Communications",Washington,DC,69.0,9
nafri.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,National Advanced Fire and Resource Institute,Tucson,AZ,23.0,3
rec.gov,U.S. Department Of Agriculture,1,1,1,1,1,0,1,1,1,1,1,1,0,Federal - Executive,U.S. Department of Agriculture,Recreation One Stop,Washington,DC,85.0,11
recreation.gov,U.S. Department Of Agriculture,1,1,1,1,1,0,1,1,1,1,1,1,0,Federal - Executive,U.S. Department of Agriculture,Recreation One Stop,Washington,DC,85.0,11
rural.gov,U.S. Department Of Agriculture,1,1,0,1,1,0,0,0,1,1,0,0,0,Federal - Executive,U.S. Department of Agriculture,Rural Development,Washington,DC,46.0,6
nwtrb.gov,U.S. Nuclear Waste Technical Review Board,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Nuclear Waste Technical Review Board,Nuclear Waste Technical Review Board,Arlington,VA,23.0,3
usda.gov,U.S. Department Of Agriculture,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Department of Agriculture,U.S. Department of Agriculture,Ft. Collins,CO,23.0,3
osc.gov,U.S. Office Of Special Counsel,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Office of Special Counsel,U.S. Office of Special Counsel,Washington,DC,23.0,3
peacecorpsoig.gov,U.S. Peace Corps,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,U.S. Peace Corps,Office of Inspector General,Washington,DC,23.0,3
usadf.gov,United States African Development Foundation,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States African Development Foundation,African Development Foundation,Washington,DC,23.0,3
bbg.gov,United States Agency For Global Media,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,United States Agency for Global Media,IBB/VOA/BBG,,,92.0,12
ibb.gov,United States Agency For Global Media,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,United States Agency for Global Media,Broadcasting Board of Governors,,,92.0,12
voa.gov,United States Agency For Global Media,1,1,0,1,1,0,1,1,1,1,1,1,1,Federal - Executive,United States Agency for Global Media,VOA,,,85.0,11
globalchange.gov,United States Global Change Research Program,1,0,0,1,1,0,0,0,0,0,0,1,1,Federal - Executive,United States Global Change Research Program,U.S. Global Change Research Program,Washington,DC,38.0,5
usagm.gov,United States Agency For Global Media,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Executive,United States Agency for Global Media,Broadcasting Board of Governors,,,92.0,12
usip.gov,United States Institute Of Peace,0,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Executive,United States Institute of Peace,GSA/United States Institute of Peace,Washington,DC,8.0,1
usich.gov,United States Interagency Council On Homelessness,1,1,0,1,1,0,1,0,1,1,1,1,1,Federal - Executive,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,Washington,DC,77.0,10
usitc.gov,United States International Trade Commission,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States International Trade Commission,OCIO,Washington,DC,31.0,4
idfc.gov,United States International Development Finance Corporation,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,31.0,4
dfc.gov,United States International Development Finance Corporation,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,31.0,4
usdfc.gov,United States International Development Finance Corporation,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,washington,DC,31.0,4
usidfc.gov,United States International Development Finance Corporation,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States International Development Finance Corporation,US International Development Finance Corporation,Washington,DC,31.0,4
ustda.gov,United States Trade And Development Agency,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States Trade and Development Agency,US Trade and Development Agency,Arlington,VA,31.0,4
scuspd.gov,The Supreme Court,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,15.0,2
uspis.gov,United States Postal Service,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States Postal Service,U.S. Postal Service,Arlington,VA,31.0,4
ustaxcourt.gov,U.S. Courts,1,1,1,1,0,0,0,0,0,0,0,0,0,Federal - Judicial,U.S. Courts,United States Tax Court,Washington,DC,31.0,4
uspsoig.gov,United States Postal Service,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Executive,United States Postal Service,USPS Office of Inspector General,Arlington,VA,23.0,3
usbg.gov,Architect Of The Capitol,1,0,0,1,1,0,1,0,1,0,0,0,0,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,38.0,5
aoc.gov,Architect Of The Capitol,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,31.0,4
visitthecapitol.gov,Architect Of The Capitol,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,23.0,3
cbo.gov,Congressional Budget Office,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Congressional Budget Office,Congressional Budget Office,Washington,DC,23.0,3
cbonews.gov,Congressional Budget Office,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Congressional Budget Office,Congressional Budget Office,Washington,DC,15.0,2
supremecourt.gov,The Supreme Court,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,15.0,2
uscourts.gov,U.S. Courts,1,0,0,1,1,0,1,1,1,0,1,0,0,Federal - Judicial,U.S. Courts,U.S. Courts,Washington,DC,54.0,7
gaoinnovations.gov,Government Accountability Office,1,0,1,1,0,0,0,1,1,1,1,1,0,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,62.0,8
fjc.gov,U.S. Courts,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Judicial,U.S. Courts,Federal Judicial Center,Washington,DC,23.0,3
capital.gov,Architect Of The Capitol,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,23.0,3
capitol.gov,Architect Of The Capitol,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,23.0,3
congressionaldirectory.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,1,0,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,31.0,4
congressionalrecord.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,1,0,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,31.0,4
fdlp.gov,Government Publishing Office,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,23.0,3
gao.gov,Government Accountability Office,1,1,0,1,1,0,0,1,1,1,1,1,0,Federal - Legislative,Government Accountability Office,Government Accountability Office,Washington,DC,69.0,9
federalregister.gov,Government Publishing Office,1,0,0,1,1,0,1,0,1,1,1,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,62.0,8
ecfr.gov,Government Publishing Office,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,23.0,3
solarium.gov,Cyberspace Solarium Commission,1,0,0,1,0,0,0,1,1,1,1,1,0,Federal - Legislative,Cyberspace Solarium Commission,Cyberspace Solarium Commission,Arlington,VA,54.0,7
housecalendar.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,1,0,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,31.0,4
fdsys.gov,Government Publishing Office,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,77.0,10
fasab.gov,Government Accountability Office,1,1,1,1,1,1,1,1,1,0,1,1,0,Federal - Legislative,Government Accountability Office,FASAB,Washington,DC,85.0,11
asianpacificheritage.gov,Library Of Congress,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,38.0,5
americaslibrary.gov,Library Of Congress,1,1,0,1,0,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,62.0,8
govinfo.gov,Government Publishing Office,1,0,0,1,1,0,1,1,1,1,1,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,69.0,9
presidentialdocuments.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,1,0,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,31.0,4
usgovernmentmanual.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Government Publishing Office,Office of Federal Register (NF),College Park,MD,15.0,2
senatecalendar.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,1,0,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,31.0,4
uscode.gov,Government Publishing Office,1,0,0,1,0,0,0,0,0,1,0,1,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,31.0,4
africanamericanhistorymonth.gov,Library Of Congress,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,23.0,3
ccb.gov,Library Of Congress,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,23.0,3
gpo.gov,Government Publishing Office,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,23.0,3
americanmemory.gov,Library Of Congress,1,1,0,1,1,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,69.0,9
blackhistorymonth.gov,Library Of Congress,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,23.0,3
pacer.gov,U.S. Courts,1,1,0,1,1,0,0,0,0,0,0,0,0,Federal - Judicial,U.S. Courts,Administrative Office U.S. Courts,Washington,DC,31.0,4
ofr.gov,Government Publishing Office,1,1,0,1,1,0,1,1,1,1,1,0,0,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,69.0,9
crb.gov,Library Of Congress,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Copyright Royalty Board,Washington,DC,23.0,3
copyright.gov,Library Of Congress,1,1,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,23.0,3
hispanicheritagemonth.gov,Library Of Congress,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,38.0,5
currencyreaderapplication.gov,Library Of Congress,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,WASHINGTON,DC,15.0,2
currencyreader.gov,Library Of Congress,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,WASHINGTON,DC,15.0,2
digitizationguidelines.gov,Library Of Congress,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,15.0,2
digitalpreservation.gov,Library Of Congress,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,15.0,2
libraryofcongress.gov,Library Of Congress,1,1,0,1,1,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,69.0,9
law.gov,Library Of Congress,1,1,0,1,0,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,62.0,8
jewishheritagemonth.gov,Library Of Congress,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,38.0,5
nativeamericanheritagemonth.gov,Library Of Congress,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,38.0,5
loc.gov,Library Of Congress,1,1,0,1,1,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,69.0,9
loctps.gov,Library Of Congress,1,1,0,1,0,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,62.0,8
literacy.gov,Library Of Congress,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,15.0,2
read.gov,Library Of Congress,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,15.0,2
section108.gov,Library Of Congress,1,1,0,0,0,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,15.0,2
tps.gov,Library Of Congress,1,1,0,1,0,0,1,1,1,1,0,1,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,62.0,8
womenshistorymonth.gov,Library Of Congress,1,1,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,38.0,5
compliance.gov,Office Of Congressional Workplace Rights,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,Washington,DC,15.0,2
medpac.gov,Medical Payment Advisory Commission,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Medical Payment Advisory Commission,Medicare Payment Advisory Commission,Washington,DC,31.0,4
macpac.gov,Medicaid And Chip Payment And Access Commission,1,0,1,1,1,1,1,1,1,0,1,0,0,Federal - Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,Washington,DC,69.0,9
stennis.gov,Stennis Center For Public Service,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Legislative,Stennis Center for Public Service,John C. Stennis Center for Public Service,Starkville,MS,92.0,12
ocwr.gov,Office Of Congressional Workplace Rights,1,0,1,1,1,1,1,1,1,0,1,1,0,Federal - Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,Washington,DC,77.0,10
openworld.gov,Open World Leadership Center,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,Open World Leadership Center,The Open World Leadership Center,Washington,DC,23.0,3
cecc.gov,The Legislative Branch,1,0,1,0,0,0,0,0,0,0,0,0,0,Federal - Legislative,The Legislative Branch,Congressional Executive Commission on China,Washington,DC,15.0,2
democraticleader.gov,The Legislative Branch,1,1,0,1,1,0,1,1,1,0,1,1,0,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,69.0,9
gop.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,House Republican Conference,Washington,DC,54.0,7
csce.gov,The Legislative Branch,1,0,1,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,The Legislative Branch,Commission on Security and Cooperation in Europe,Washington,DC,31.0,4
dems.gov,The Legislative Branch,1,0,0,1,0,0,0,0,1,1,1,1,0,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,46.0,6
democraticwhip.gov,The Legislative Branch,1,0,0,1,1,0,1,1,1,0,1,1,0,Federal - Legislative,The Legislative Branch,Democratic Whip's Office,Washington,DC,62.0,8
gopleader.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,Office of the House Republican Leader,Washington,DC,54.0,7
house.gov,The Legislative Branch,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,23.0,3
gopwhip.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,54.0,7
majorityleader.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,Office of the Majority Leader,Washington,DC,54.0,7
jct.gov,The Legislative Branch,1,1,0,1,1,0,1,1,1,1,1,1,0,Federal - Legislative,The Legislative Branch,"The Joint Committee on Taxation, United States Congress",Washington,DC,77.0,10
majoritywhip.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,Office of the Majority Whip,Washington,DC,54.0,7
republicanleader.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,54.0,7
minoritywhip.gov,The Legislative Branch,1,0,0,1,1,0,1,1,1,0,1,1,0,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,62.0,8
speaker.gov,The Legislative Branch,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Legislative,The Legislative Branch,Office of the Speaker,Washington,DC,92.0,12
republicanwhip.gov,The Legislative Branch,1,1,1,1,0,0,0,0,1,1,0,1,0,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,54.0,7
america250.gov,U.S. Semiquincentennial Commission,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Alexandria,VA,92.0,12
usa250.gov,U.S. Semiquincentennial Commission,1,1,1,1,1,1,1,1,1,1,1,1,0,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Alexandria,VA,92.0,12
ussemiquincentennial.gov,U.S. Semiquincentennial Commission,0,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,Alexandria,VA,8.0,1
senate.gov,United States Senate,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,United States Senate,US Senate,Washington,DC,15.0,2
sen.gov,United States Senate,1,0,0,1,0,0,0,0,0,0,0,0,0,Federal - Legislative,United States Senate,US Senate,Washington,DC,15.0,2
uscc.gov,U.S.-China Economic And Security Review Commission,1,0,0,1,1,0,0,0,0,0,0,0,0,Federal - Legislative,U.S.-China Economic and Security Review Commission,U.S.-China Economic and Security Review Commission,Washington,DC,23.0,3
